Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas7258     Pavarde7258    9    9    4    2    0    0    10   10   2    7    10   
Vardas7259     Pavarde7259    2    9    0    3    1    2    3    1    3    5    10   
Vardas726      Pavarde726     4    2    1    4    3    2    8    2    2    10   0    
Vardas7260     Pavarde7260    9    1    0    2    1    7    9    9    8    4    7    
Vardas7261     Pavarde7261    5    0    4    7    8    7    3    9    7    3    10   
Vardas7262     Pavarde7262    0    10   9    5    9    8    3    8    8    3    3    
Vardas7263     Pavarde7263    10   5    2    2    7    7    3    6    1    0    2    
Vardas7264     Pavarde7264    2    0    4    0    9    6    3    10   6    6    7    
Vardas7265     Pavarde7265    2    0    4    8    2    3    1    8    0    1    10   
Vardas7266     Pavarde7266    4    8    1    5    4    10   7    2    3    6    7    
Vardas7267     Pavarde7267    2    7    2    2    5    6    3    5    0    6    10   
Vardas7268     Pavarde7268    8    4    5    0    2    8    4    9    4    7    5    
Vardas7269     Pavarde7269    4    1    1    7    2    6    9    10   5    0    4    
Vardas727      Pavarde727     9    6    2    9    5    8    8    4    7    1    9    
Vardas7270     Pavarde7270    10   8    5    2    7    6    4    1    10   2    7    
Vardas7271     Pavarde7271    8    1    10   2    1    3    3    8    4    4    5    
Vardas7272     Pavarde7272    6    5    6    4    5    2    7    7    2    5    2    
Vardas7273     Pavarde7273    10   9    4    9    4    2    2    0    3    1    9    
Vardas7274     Pavarde7274    1    3    4    2    9    0    0    3    4    3    1    
Vardas7275     Pavarde7275    5    7    3    8    1    5    10   7    10   5    0    
Vardas7276     Pavarde7276    1    9    3    3    2    10   10   4    7    5    7    
Vardas7277     Pavarde7277    4    8    1    5    8    2    10   1    4    6    3    
Vardas7278     Pavarde7278    2    4    8    7    3    0    5    2    5    9    1    
Vardas7279     Pavarde7279    1    6    2    6    8    9    4    7    9    5    6    
Vardas728      Pavarde728     0    4    10   7    7    1    7    4    1    6    10   
Vardas7280     Pavarde7280    4    5    4    6    10   5    3    5    10   0    10   
Vardas7281     Pavarde7281    1    0    9    10   2    1    9    8    9    8    0    
Vardas7282     Pavarde7282    8    2    7    10   7    1    7    1    0    5    10   
Vardas7283     Pavarde7283    8    10   0    3    7    3    5    4    7    3    7    
Vardas7284     Pavarde7284    10   5    6    5    0    8    10   9    7    8    3    
Vardas7285     Pavarde7285    1    5    8    5    10   1    6    9    3    6    1    
Vardas7286     Pavarde7286    8    2    6    2    6    3    10   8    1    10   9    
Vardas7287     Pavarde7287    1    9    6    7    0    6    3    5    9    0    10   
Vardas7288     Pavarde7288    8    10   1    9    4    8    0    7    4    5    1    
Vardas7289     Pavarde7289    8    1    7    4    1    6    5    4    1    1    2    
Vardas729      Pavarde729     0    9    2    0    10   0    5    2    0    3    3    
Vardas7290     Pavarde7290    1    7    5    1    7    9    6    5    10   2    2    
Vardas7291     Pavarde7291    5    3    7    4    7    7    5    4    3    0    3    
Vardas7292     Pavarde7292    4    10   3    2    10   3    9    9    10   2    0    
Vardas7293     Pavarde7293    9    7    3    10   10   5    8    10   9    2    6    
Vardas7294     Pavarde7294    0    10   10   8    2    6    10   0    7    5    10   
Vardas7295     Pavarde7295    9    3    2    7    6    5    1    2    9    0    4    
Vardas7296     Pavarde7296    1    9    6    3    5    0    4    2    8    6    3    
Vardas7297     Pavarde7297    5    0    7    10   5    0    5    7    7    3    3    
Vardas7298     Pavarde7298    3    2    6    0    4    9    0    5    1    0    5    
Vardas7299     Pavarde7299    2    3    10   9    5    4    6    4    5    2    4    
Vardas73       Pavarde73      9    0    9    4    4    4    10   4    4    8    1    
Vardas730      Pavarde730     4    2    0    5    6    5    7    0    6    0    10   
Vardas7300     Pavarde7300    9    0    0    7    1    8    8    7    1    5    4    
Vardas7301     Pavarde7301    1    0    0    1    1    3    5    10   6    10   10   
Vardas7302     Pavarde7302    7    0    7    2    8    3    4    0    2    7    9    
Vardas7303     Pavarde7303    9    9    3    9    1    7    0    10   10   1    4    
Vardas7304     Pavarde7304    8    9    4    7    5    5    8    0    10   5    7    
Vardas7305     Pavarde7305    7    1    1    9    10   10   10   7    4    7    7    
Vardas7306     Pavarde7306    4    2    5    10   8    8    8    10   7    3    3    
Vardas7307     Pavarde7307    7    0    1    5    1    8    9    7    1    8    3    
Vardas7308     Pavarde7308    1    10   5    1    3    9    0    0    10   3    0    
Vardas7309     Pavarde7309    8    2    8    7    2    9    6    4    4    3    10   
Vardas731      Pavarde731     0    9    9    2    9    8    4    4    7    9    7    
Vardas7310     Pavarde7310    10   8    8    10   8    2    0    6    10   10   5    
Vardas7311     Pavarde7311    7    2    3    3    9    10   7    5    8    0    10   
Vardas7312     Pavarde7312    8    4    6    2    5    3    3    0    7    7    0    
Vardas7313     Pavarde7313    0    5    3    3    3    4    10   2    6    1    6    
Vardas7314     Pavarde7314    8    9    10   10   1    4    1    10   8    6    6    
Vardas7315     Pavarde7315    2    4    6    10   5    5    3    8    4    2    5    
Vardas7316     Pavarde7316    2    7    3    9    2    5    1    5    8    2    7    
Vardas7317     Pavarde7317    8    5    1    9    8    2    7    8    2    2    10   
Vardas7318     Pavarde7318    9    5    10   3    2    1    0    10   4    8    9    
Vardas7319     Pavarde7319    3    1    2    2    2    4    0    0    3    1    3    
Vardas732      Pavarde732     7    7    6    2    1    8    1    6    6    7    2    
Vardas7320     Pavarde7320    2    4    10   9    3    2    0    6    1    0    6    
Vardas7321     Pavarde7321    2    1    0    8    9    9    10   7    4    8    4    
Vardas7322     Pavarde7322    8    4    7    4    4    6    8    3    0    10   7    
Vardas7323     Pavarde7323    3    4    9    4    10   2    1    10   8    1    6    
Vardas7324     Pavarde7324    5    7    5    10   1    10   10   8    10   10   1    
Vardas7325     Pavarde7325    5    8    3    1    5    0    6    8    2    10   9    
Vardas7326     Pavarde7326    1    4    4    9    9    7    4    7    3    1    3    
Vardas7327     Pavarde7327    0    10   4    9    8    3    8    6    1    9    6    
Vardas7328     Pavarde7328    3    2    4    2    5    7    10   10   10   10   0    
Vardas7329     Pavarde7329    1    5    0    10   4    8    10   0    7    9    5    
Vardas733      Pavarde733     9    2    3    7    2    8    6    9    7    9    4    
Vardas7330     Pavarde7330    6    6    4    8    6    3    2    2    9    5    4    
Vardas7331     Pavarde7331    0    10   9    10   7    9    7    8    10   9    3    
Vardas7332     Pavarde7332    1    8    0    6    8    6    8    1    6    6    10   
Vardas7333     Pavarde7333    1    6    2    8    9    8    2    5    8    4    7    
Vardas7334     Pavarde7334    5    9    7    10   7    0    5    6    10   7    0    
Vardas7335     Pavarde7335    1    3    4    6    1    3    1    7    3    1    6    
Vardas7336     Pavarde7336    8    7    8    0    9    7    9    6    10   9    5    
Vardas7337     Pavarde7337    5    5    5    5    8    8    8    3    1    7    10   
Vardas7338     Pavarde7338    2    2    10   6    10   7    6    9    6    10   9    
Vardas7339     Pavarde7339    5    5    8    5    7    9    9    9    1    10   4    
Vardas734      Pavarde734     5    8    0    8    5    5    4    7    2    10   3    
Vardas7340     Pavarde7340    5    0    8    3    3    2    5    2    10   0    1    
Vardas7341     Pavarde7341    9    5    8    5    1    3    8    1    1    7    1    
Vardas7342     Pavarde7342    6    0    6    3    9    6    10   10   1    1    3    
Vardas7343     Pavarde7343    7    5    5    10   9    2    7    8    8    7    0    
Vardas7344     Pavarde7344    10   1    6    9    0    1    4    0    7    5    9    
Vardas7345     Pavarde7345    6    6    5    4    9    7    8    6    6    4    7    
Vardas7346     Pavarde7346    10   0    8    8    0    1    7    3    2    3    8    
Vardas7347     Pavarde7347    5    4    6    6    3    8    2    5    1    4    10   
Vardas7348     Pavarde7348    8    8    9    9    10   0    5    1    8    7    9    
Vardas7349     Pavarde7349    5    3    0    7    10   4    4    8    4    3    6    
Vardas735      Pavarde735     10   8    1    7    5    3    10   8    5    6    10   
Vardas7350     Pavarde7350    4    5    5    6    10   5    8    10   2    3    10   
Vardas7351     Pavarde7351    9    2    1    8    0    0    9    3    4    1    3    
Vardas7352     Pavarde7352    0    5    1    5    5    9    5    10   3    8    9    
Vardas7353     Pavarde7353    6    7    8    0    1    5    8    5    0    6    5    
Vardas7354     Pavarde7354    4    6    9    9    9    9    2    7    9    3    2    
Vardas7355     Pavarde7355    8    6    8    3    2    7    2    8    2    8    1    
Vardas7356     Pavarde7356    7    1    10   3    1    1    2    2    9    8    5    
Vardas7357     Pavarde7357    6    7    8    5    5    7    8    7    2    8    9    
Vardas7358     Pavarde7358    4    2    2    0    4    4    6    9    0    8    1    
Vardas7359     Pavarde7359    8    2    0    10   8    3    5    9    0    7    1    
Vardas736      Pavarde736     2    8    10   3    3    5    3    4    10   8    8    
Vardas7360     Pavarde7360    1    5    6    8    3    10   10   1    0    1    10   
Vardas7361     Pavarde7361    4    2    0    0    7    10   2    7    1    10   3    
Vardas7362     Pavarde7362    4    1    7    0    2    10   5    6    2    4    6    
Vardas7363     Pavarde7363    1    3    3    4    2    5    10   4    4    2    10   
Vardas7364     Pavarde7364    10   2    3    1    6    7    10   8    5    6    0    
Vardas7365     Pavarde7365    2    8    9    4    4    1    4    4    10   0    4    
Vardas7366     Pavarde7366    5    3    4    4    7    9    9    8    3    2    7    
Vardas7367     Pavarde7367    4    0    1    7    9    2    3    1    4    9    10   
Vardas7368     Pavarde7368    8    3    8    1    1    2    9    1    7    9    1    
Vardas7369     Pavarde7369    8    1    5    4    7    6    5    9    2    2    6    
Vardas737      Pavarde737     3    8    6    6    10   9    8    5    8    4    4    
Vardas7370     Pavarde7370    4    5    5    4    6    6    2    10   1    10   0    
Vardas7371     Pavarde7371    1    4    0    1    7    9    1    4    8    4    2    
Vardas7372     Pavarde7372    4    5    0    7    6    0    1    3    5    3    4    
Vardas7373     Pavarde7373    2    2    0    4    3    9    8    3    8    3    8    
Vardas7374     Pavarde7374    10   0    4    5    10   10   1    3    5    7    4    
Vardas7375     Pavarde7375    4    1    6    3    5    2    1    7    10   8    6    
Vardas7376     Pavarde7376    9    5    7    1    6    6    7    0    3    0    3    
Vardas7377     Pavarde7377    8    6    1    10   7    1    5    9    10   1    0    
Vardas7378     Pavarde7378    6    2    7    6    10   7    4    7    1    3    2    
Vardas7379     Pavarde7379    7    6    1    6    0    5    6    5    10   3    6    
Vardas738      Pavarde738     2    6    10   0    5    1    8    9    5    8    6    
Vardas7380     Pavarde7380    3    1    4    2    6    0    10   6    4    3    2    
Vardas7381     Pavarde7381    3    2    4    10   4    3    6    3    10   10   5    
Vardas7382     Pavarde7382    7    1    9    6    5    8    9    9    9    2    9    
Vardas7383     Pavarde7383    1    6    7    5    3    1    10   9    1    7    3    
Vardas7384     Pavarde7384    5    6    8    5    6    7    1    5    4    1    7    
Vardas7385     Pavarde7385    2    0    5    4    5    3    7    5    2    5    8    
Vardas7386     Pavarde7386    8    1    4    3    2    7    2    2    7    5    9    
Vardas7387     Pavarde7387    10   1    8    5    7    0    9    8    10   5    5    
Vardas7388     Pavarde7388    8    4    10   2    5    4    3    6    6    3    10   
Vardas7389     Pavarde7389    10   10   8    7    2    2    7    5    10   1    5    
Vardas739      Pavarde739     6    2    1    4    8    3    1    3    10   9    7    
Vardas7390     Pavarde7390    6    4    5    2    3    8    8    1    8    0    0    
Vardas7391     Pavarde7391    7    7    3    9    3    7    4    8    2    6    7    
Vardas7392     Pavarde7392    1    7    0    5    8    1    7    6    7    0    6    
Vardas7393     Pavarde7393    5    2    8    6    9    8    4    10   0    3    7    
Vardas7394     Pavarde7394    1    4    6    10   8    7    8    4    4    0    3    
Vardas7395     Pavarde7395    10   2    6    5    1    3    8    0    10   5    4    
Vardas7396     Pavarde7396    7    3    0    4    7    0    9    9    5    0    2    
Vardas7397     Pavarde7397    4    10   0    1    0    6    1    9    2    4    4    
Vardas7398     Pavarde7398    0    1    7    2    3    1    0    10   10   10   7    
Vardas7399     Pavarde7399    7    10   8    3    10   0    2    0    5    4    3    
Vardas74       Pavarde74      10   4    10   3    4    10   2    2    10   4    10   
Vardas740      Pavarde740     2    10   2    7    2    2    4    5    9    5    10   
Vardas7400     Pavarde7400    4    9    9    9    8    5    5    9    3    10   8    
Vardas7401     Pavarde7401    10   7    5    8    10   3    5    1    0    0    5    
Vardas7402     Pavarde7402    2    10   8    4    7    10   7    8    6    10   9    
Vardas7403     Pavarde7403    5    4    10   9    5    0    7    10   5    4    9    
Vardas7404     Pavarde7404    1    5    6    2    5    9    2    8    5    5    9    
Vardas7405     Pavarde7405    6    4    6    4    2    8    9    10   10   3    1    
Vardas7406     Pavarde7406    4    10   2    10   2    4    7    2    2    2    2    
Vardas7407     Pavarde7407    10   3    5    1    1    9    9    6    7    6    1    
Vardas7408     Pavarde7408    9    4    8    1    0    7    5    0    7    1    8    
Vardas7409     Pavarde7409    2    10   3    7    5    2    7    7    8    7    3    
Vardas741      Pavarde741     10   0    5    8    0    10   10   1    2    0    9    
Vardas7410     Pavarde7410    6    5    3    0    8    8    7    9    4    8    1    
Vardas7411     Pavarde7411    3    8    5    5    0    4    9    1    6    4    6    
Vardas7412     Pavarde7412    6    7    4    9    7    0    0    10   3    0    8    
Vardas7413     Pavarde7413    7    2    9    2    8    1    2    1    0    8    0    
Vardas7414     Pavarde7414    5    4    8    4    3    8    9    9    2    1    9    
Vardas7415     Pavarde7415    2    1    4    6    1    8    9    10   7    5    9    
Vardas7416     Pavarde7416    9    7    3    4    4    9    8    7    7    8    3    
Vardas7417     Pavarde7417    9    4    4    5    9    8    4    5    9    7    10   
Vardas7418     Pavarde7418    1    9    8    1    7    10   5    8    6    5    6    
Vardas7419     Pavarde7419    5    0    8    0    9    9    9    3    7    4    10   
Vardas742      Pavarde742     1    1    6    2    10   6    8    3    8    6    8    
Vardas7420     Pavarde7420    8    10   0    3    0    5    10   0    5    2    4    
Vardas7421     Pavarde7421    6    4    8    2    1    6    8    1    4    10   0    
Vardas7422     Pavarde7422    8    0    1    4    10   2    8    9    0    0    1    
Vardas7423     Pavarde7423    1    9    1    4    1    5    0    6    3    8    7    
Vardas7424     Pavarde7424    1    2    6    5    0    6    9    0    5    7    8    
Vardas7425     Pavarde7425    7    8    9    5    9    5    3    9    7    4    1    
Vardas7426     Pavarde7426    3    7    10   2    2    2    3    6    4    10   1    
Vardas7427     Pavarde7427    5    8    10   10   0    8    1    1    0    8    1    
Vardas7428     Pavarde7428    9    0    2    7    3    2    8    2    3    2    3    
Vardas7429     Pavarde7429    1    2    1    1    2    10   10   0    3    5    9    
Vardas743      Pavarde743     5    0    9    2    8    9    7    7    5    2    3    
Vardas7430     Pavarde7430    9    1    1    4    3    7    9    2    4    7    10   
Vardas7431     Pavarde7431    8    8    0    1    4    3    9    5    8    1    6    
Vardas7432     Pavarde7432    9    7    7    8    7    0    0    5    10   6    9    
Vardas7433     Pavarde7433    5    6    8    6    6    10   3    5    9    2    10   
Vardas7434     Pavarde7434    1    6    9    10   1    7    1    8    1    9    8    
Vardas7435     Pavarde7435    9    3    2    1    10   8    9    9    7    2    3    
Vardas7436     Pavarde7436    10   9    7    4    6    6    10   5    5    7    1    
Vardas7437     Pavarde7437    10   4    10   6    10   10   10   10   3    4    2    
Vardas7438     Pavarde7438    9    5    5    5    9    10   2    5    5    5    9    
Vardas7439     Pavarde7439    5    3    2    6    3    4    5    5    2    8    1    
Vardas744      Pavarde744     2    3    8    10   9    5    4    7    8    9    2    
Vardas7440     Pavarde7440    5    2    5    0    2    0    0    7    8    3    6    
Vardas7441     Pavarde7441    0    8    9    1    9    8    10   3    2    8    2    
Vardas7442     Pavarde7442    0    9    1    10   2    7    7    10   10   4    7    
Vardas7443     Pavarde7443    7    9    8    2    7    9    1    5    2    9    0    
Vardas7444     Pavarde7444    4    3    7    10   8    2    2    5    10   1    4    
Vardas7445     Pavarde7445    6    0    9    1    3    5    1    10   3    8    2    
Vardas7446     Pavarde7446    2    5    3    7    8    5    4    7    10   7    1    
Vardas7447     Pavarde7447    7    5    5    2    7    5    0    10   0    6    4    
Vardas7448     Pavarde7448    8    3    9    3    6    10   7    6    2    10   1    
Vardas7449     Pavarde7449    5    1    6    9    6    5    7    9    4    9    4    
Vardas745      Pavarde745     1    0    7    1    3    9    5    5    5    7    4    
Vardas7450     Pavarde7450    9    2    4    8    7    7    8    8    10   7    9    
Vardas7451     Pavarde7451    8    7    2    9    4    2    6    3    5    8    1    
Vardas7452     Pavarde7452    3    9    8    2    0    4    2    7    10   4    3    
Vardas7453     Pavarde7453    1    2    4    1    8    3    4    6    9    5    10   
Vardas7454     Pavarde7454    9    7    4    6    5    10   10   4    9    0    6    
Vardas7455     Pavarde7455    10   4    6    9    2    9    7    8    7    10   1    
Vardas7456     Pavarde7456    8    1    5    9    4    4    10   9    1    3    8    
Vardas7457     Pavarde7457    0    10   1    9    7    10   7    10   1    1    7    
Vardas7458     Pavarde7458    9    9    1    0    9    7    3    6    3    5    8    
Vardas7459     Pavarde7459    1    5    8    5    8    8    4    7    6    8    2    
Vardas746      Pavarde746     0    9    10   8    4    8    7    2    6    5    1    
Vardas7460     Pavarde7460    5    9    9    2    9    4    9    0    0    8    0    
Vardas7461     Pavarde7461    0    3    5    9    9    0    6    1    5    1    7    
Vardas7462     Pavarde7462    5    4    3    1    8    1    8    3    8    1    2    
Vardas7463     Pavarde7463    9    4    1    4    7    7    1    0    0    4    5    
Vardas7464     Pavarde7464    6    6    4    5    9    5    0    1    5    1    10   
Vardas7465     Pavarde7465    8    6    7    9    3    0    6    0    2    9    10   
Vardas7466     Pavarde7466    1    0    3    8    1    2    3    7    8    2    10   
Vardas7467     Pavarde7467    2    3    2    10   5    1    10   1    1    4    9    
Vardas7468     Pavarde7468    0    5    0    10   10   4    9    3    9    7    1    
Vardas7469     Pavarde7469    6    1    5    2    5    6    6    3    1    0    0    
Vardas747      Pavarde747     0    6    8    3    10   1    6    2    6    2    1    
Vardas7470     Pavarde7470    9    5    4    6    2    9    6    8    3    10   9    
Vardas7471     Pavarde7471    5    3    5    5    4    6    0    10   10   0    9    
Vardas7472     Pavarde7472    4    7    10   5    0    5    1    0    8    10   8    
Vardas7473     Pavarde7473    10   6    3    9    9    2    10   6    9    1    4    
Vardas7474     Pavarde7474    8    7    1    9    3    10   9    0    5    9    5    
Vardas7475     Pavarde7475    1    6    1    2    8    6    0    10   7    4    1    
Vardas7476     Pavarde7476    5    2    1    9    8    3    4    9    2    7    10   
Vardas7477     Pavarde7477    4    6    5    8    6    6    8    5    4    9    9    
Vardas7478     Pavarde7478    0    8    4    4    2    0    0    6    4    6    5    
Vardas7479     Pavarde7479    4    6    1    4    9    1    1    6    6    6    1    
Vardas748      Pavarde748     0    1    2    5    2    2    10   4    10   1    1    
Vardas7480     Pavarde7480    6    3    10   4    6    2    9    8    4    4    6    
Vardas7481     Pavarde7481    6    3    1    8    0    10   10   5    10   2    2    
Vardas7482     Pavarde7482    8    7    3    10   3    1    6    10   8    9    6    
Vardas7483     Pavarde7483    2    1    2    0    7    6    9    0    10   3    8    
Vardas7484     Pavarde7484    9    6    9    10   2    10   2    3    2    1    6    
Vardas7485     Pavarde7485    9    3    10   2    9    5    9    6    5    6    4    
Vardas7486     Pavarde7486    6    7    10   2    7    8    1    4    9    7    5    
Vardas7487     Pavarde7487    4    7    3    6    3    1    9    6    5    1    6    
Vardas7488     Pavarde7488    6    1    1    4    1    2    4    9    3    4    4    
Vardas7489     Pavarde7489    4    4    9    4    1    5    8    4    3    8    4    
Vardas749      Pavarde749     8    1    5    10   2    9    1    9    0    6    4    
Vardas7490     Pavarde7490    8    5    9    1    7    4    4    8    10   7    3    
Vardas7491     Pavarde7491    0    4    2    10   7    7    10   3    1    2    1    
Vardas7492     Pavarde7492    7    5    9    2    3    9    5    2    10   0    5    
Vardas7493     Pavarde7493    5    9    7    4    6    1    8    0    1    2    2    
Vardas7494     Pavarde7494    4    0    2    7    6    5    3    9    1    4    7    
Vardas7495     Pavarde7495    10   10   0    5    4    9    5    3    4    9    10   
Vardas7496     Pavarde7496    9    2    2    3    5    8    1    10   0    10   9    
Vardas7497     Pavarde7497    8    0    5    5    3    2    0    10   2    1    10   
Vardas7498     Pavarde7498    5    4    4    4    9    3    8    2    8    3    0    
Vardas7499     Pavarde7499    4    4    9    5    2    7    1    1    10   8    2    
Vardas75       Pavarde75      3    2    7    10   10   0    3    0    4    2    0    
Vardas750      Pavarde750     10   5    4    0    5    0    4    3    9    9    3    
Vardas7500     Pavarde7500    1    8    10   9    10   9    4    7    0    0    6    
Vardas7501     Pavarde7501    7    10   3    6    2    10   2    2    10   6    4    
Vardas7502     Pavarde7502    5    5    9    1    10   10   3    4    10   0    7    
Vardas7503     Pavarde7503    4    5    9    2    9    5    5    4    6    8    3    
Vardas7504     Pavarde7504    3    10   7    9    2    2    2    9    7    3    5    
Vardas7505     Pavarde7505    9    1    9    5    2    9    6    10   7    2    2    
Vardas7506     Pavarde7506    9    10   2    1    9    1    5    5    5    3    3    
Vardas7507     Pavarde7507    9    10   4    9    9    5    0    10   6    3    4    
Vardas7508     Pavarde7508    6    4    4    1    7    4    3    8    3    9    10   
Vardas7509     Pavarde7509    10   9    7    8    2    3    10   10   4    2    7    
Vardas751      Pavarde751     5    5    8    0    10   7    8    8    2    3    9    
Vardas7510     Pavarde7510    9    6    5    8    9    8    1    9    4    0    2    
Vardas7511     Pavarde7511    8    3    4    6    7    5    2    7    5    10   0    
Vardas7512     Pavarde7512    1    7    8    6    7    8    10   0    7    10   8    
Vardas7513     Pavarde7513    6    4    9    2    6    3    5    2    2    1    0    
Vardas7514     Pavarde7514    9    5    4    7    10   9    10   7    8    5    1    
Vardas7515     Pavarde7515    10   2    9    8    1    5    3    9    3    10   2    
Vardas7516     Pavarde7516    8    10   7    1    0    10   9    1    10   6    5    
Vardas7517     Pavarde7517    4    10   2    10   5    7    0    2    1    0    3    
Vardas7518     Pavarde7518    10   9    0    7    7    10   7    2    10   2    0    
Vardas7519     Pavarde7519    2    8    9    4    8    2    3    1    1    6    7    
Vardas752      Pavarde752     7    0    9    5    8    2    4    6    6    8    1    
Vardas7520     Pavarde7520    1    7    6    10   9    6    9    8    3    3    8    
Vardas7521     Pavarde7521    5    7    0    3    0    4    8    3    8    6    7    
Vardas7522     Pavarde7522    7    5    8    9    4    7    10   4    10   8    0    
Vardas7523     Pavarde7523    9    6    8    1    6    1    3    4    3    7    5    
Vardas7524     Pavarde7524    8    2    8    0    6    2    6    3    7    4    10   
Vardas7525     Pavarde7525    2    3    7    1    8    9    5    5    9    2    10   
Vardas7526     Pavarde7526    8    1    2    10   10   1    3    3    0    8    4    
Vardas7527     Pavarde7527    6    7    0    8    8    8    5    0    0    5    7    
Vardas7528     Pavarde7528    3    9    5    6    3    5    2    4    7    3    4    
Vardas7529     Pavarde7529    0    8    5    10   4    4    3    8    5    9    5    
Vardas753      Pavarde753     7    9    6    0    5    3    9    10   1    3    1    
Vardas7530     Pavarde7530    7    5    0    5    8    4    3    1    1    0    10   
Vardas7531     Pavarde7531    8    6    4    2    5    0    1    0    8    2    2    
Vardas7532     Pavarde7532    6    1    2    0    7    1    8    1    9    1    4    
Vardas7533     Pavarde7533    8    4    9    0    9    10   4    3    7    7    4    
Vardas7534     Pavarde7534    5    9    5    2    9    0    6    10   4    4    8    
Vardas7535     Pavarde7535    3    10   0    7    7    0    6    6    7    7    2    
Vardas7536     Pavarde7536    10   0    10   1    8    6    8    8    5    2    4    
Vardas7537     Pavarde7537    9    9    9    7    7    9    0    5    8    2    4    
Vardas7538     Pavarde7538    7    10   3    2    1    7    10   8    5    0    7    
Vardas7539     Pavarde7539    10   1    8    9    6    2    10   7    1    0    6    
Vardas754      Pavarde754     6    7    8    10   7    7    0    1    1    10   0    
Vardas7540     Pavarde7540    2    3    2    10   6    6    1    4    4    6    2    
Vardas7541     Pavarde7541    8    3    7    7    3    3    3    5    10   10   3    
Vardas7542     Pavarde7542    3    10   8    0    4    5    8    4    6    3    1    
Vardas7543     Pavarde7543    3    4    2    0    2    0    9    3    9    8    2    
Vardas7544     Pavarde7544    2    10   1    6    0    3    1    1    4    6    3    
Vardas7545     Pavarde7545    6    5    0    4    7    1    4    9    8    4    8    
Vardas7546     Pavarde7546    5    9    5    4    10   9    2    10   1    9    5    
Vardas7547     Pavarde7547    8    3    0    3    1    8    5    8    4    10   8    
Vardas7548     Pavarde7548    8    6    7    5    7    9    1    7    0    5    3    
Vardas7549     Pavarde7549    2    8    4    1    1    9    8    8    1    9    4    
Vardas755      Pavarde755     4    6    6    4    6    4    3    6    3    9    7    
Vardas7550     Pavarde7550    8    6    4    0    6    4    7    3    6    6    5    
Vardas7551     Pavarde7551    4    3    3    3    2    1    9    5    0    1    3    
Vardas7552     Pavarde7552    10   7    6    0    5    10   5    9    1    9    10   
Vardas7553     Pavarde7553    2    7    6    1    3    7    2    9    2    6    0    
Vardas7554     Pavarde7554    5    7    7    5    4    9    8    2    10   3    3    
Vardas7555     Pavarde7555    6    6    4    9    5    6    7    0    6    9    1    
Vardas7556     Pavarde7556    5    9    0    2    6    10   3    9    10   2    6    
Vardas7557     Pavarde7557    8    5    6    3    10   9    3    2    6    4    9    
Vardas7558     Pavarde7558    0    10   4    5    7    9    0    3    6    5    5    
Vardas7559     Pavarde7559    5    5    4    1    7    5    10   2    10   6    5    
Vardas756      Pavarde756     0    2    1    5    3    4    1    6    5    3    7    
Vardas7560     Pavarde7560    7    4    0    9    5    3    6    4    7    9    8    
Vardas7561     Pavarde7561    4    1    9    6    0    9    8    0    6    4    8    
Vardas7562     Pavarde7562    3    2    9    4    3    9    8    3    1    1    9    
Vardas7563     Pavarde7563    0    9    4    9    4    9    4    4    3    6    9    
Vardas7564     Pavarde7564    6    10   6    2    9    10   3    10   10   0    6    
Vardas7565     Pavarde7565    3    7    6    6    0    5    1    3    8    2    1    
Vardas7566     Pavarde7566    10   2    5    9    3    7    10   1    4    3    3    
Vardas7567     Pavarde7567    8    3    10   7    1    3    3    1    9    4    0    
Vardas7568     Pavarde7568    8    8    4    9    0    5    3    0    9    2    9    
Vardas7569     Pavarde7569    1    4    8    3    1    6    1    6    8    5    9    
Vardas757      Pavarde757     8    3    7    1    9    9    2    6    4    10   4    
Vardas7570     Pavarde7570    0    3    8    1    8    3    1    10   0    6    10   
Vardas7571     Pavarde7571    1    2    8    3    5    5    9    2    10   8    6    
Vardas7572     Pavarde7572    4    1    7    0    5    8    8    0    7    7    8    
Vardas7573     Pavarde7573    4    10   6    0    8    1    9    1    8    2    3    
Vardas7574     Pavarde7574    2    4    7    2    5    2    6    1    2    10   6    
Vardas7575     Pavarde7575    6    1    7    8    10   4    8    0    5    9    3    
Vardas7576     Pavarde7576    10   0    5    8    0    7    8    4    8    5    5    
Vardas7577     Pavarde7577    1    9    5    9    9    10   10   4    5    4    7    
Vardas7578     Pavarde7578    7    0    4    1    5    0    3    0    6    1    0    
Vardas7579     Pavarde7579    3    9    6    3    1    4    4    6    5    0    3    
Vardas758      Pavarde758     10   9    2    4    4    6    10   7    1    10   3    
Vardas7580     Pavarde7580    3    10   2    3    9    3    8    1    4    1    10   
Vardas7581     Pavarde7581    3    7    5    10   8    10   6    2    3    10   0    
Vardas7582     Pavarde7582    7    5    1    0    3    7    3    10   7    5    2    
Vardas7583     Pavarde7583    5    0    10   0    8    8    10   6    1    8    3    
Vardas7584     Pavarde7584    10   0    0    2    4    7    6    0    6    10   0    
Vardas7585     Pavarde7585    2    4    8    10   9    1    9    2    10   7    9    
Vardas7586     Pavarde7586    9    2    3    6    5    7    5    8    0    1    10   
Vardas7587     Pavarde7587    1    0    6    3    5    3    9    8    10   7    2    
Vardas7588     Pavarde7588    5    5    5    1    7    10   1    2    0    10   1    
Vardas7589     Pavarde7589    10   8    3    2    2    0    3    3    2    4    7    
